id,epoch,train_loss,val_loss,lr,timestamp,fold,val_AUC,seed,batch_size,num_workers,train_only,lr,loss,backbone_pooling,backbone,dropout,verbose,mel,metrics,scheduler,model,num_labels,mix,pretrained,data_path,specaug
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,10,11.054575472138822,1.466904932167381,0.000250005,2026-05-11 15:17:53.289461,0,0.9864036863086123,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,11,10.878437746316195,1.4261587816290557,0.00021089716591226752,2026-05-11 15:24:44.955158,0,0.9863837122571016,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,12,10.584613686427474,1.3876576332841069,0.00017275229649123502,2026-05-11 15:31:34.747079,0,0.9864761277178608,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,13,10.324853979516774,1.3581438271794468,0.00013650964501761198,2026-05-11 15:38:25.359965,0,0.9873900301331443,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,14,10.101240665186197,1.3262384226545691,0.00010306162585314319,2026-05-11 15:45:14.491288,0,0.9871602849896662,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,15,9.937322343233973,1.310611744876951,7.323184023726905e-05,2026-05-11 15:52:07.141681,0,0.9880366650853926,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,16,9.763904147781432,1.3068572643678635,4.775479649123503e-05,2026-05-11 15:58:57.267433,0,0.9881188294050267,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,17,9.689040119759738,1.3009452817495912,2.7257823985528992e-05,2026-05-11 16:05:48.864571,0,0.9878946522796033,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,18,9.639272802509367,1.290371443843469,1.224562620879309e-05,2026-05-11 16:12:48.333978,0,0.9876644488594689,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
221c61258ef1f2eea1e99bcdfb55972e76a014398072ef2fd8a4a9ae7e868661,19,9.624491066206247,1.2840946919750422,3.0878532929185607e-06,2026-05-11 16:19:40.772745,0,0.9880275154685979,2,32,4,False,0.0005,BCEWithLogitsLoss(),avg,tf_efficientnetv2_b0,0.2,2,"{'n_mels': 256, 'f_min': 20, 'n_fft': 2048, 'target_size': (256, 256)}",[<function AUC at 0x7fcc9afccee0>],True,<class '__main__.BirdModel'>,234,"{'alpha': 0.5, 'theta': 0.8}",True,/home/elicer/birdclef-2026,"{'time_mask_param': 32, 'freq_mask_param': 24, 'p': 1.0}"
